incident_id,timestamp,service,region,severity,error_rate,latency_ms,cpu_util,mem_util,num_alerts,deploy_recent,log_message,risk_label
INC-10212,2026-01-02T00:44:00,auth-api,us-west-2,P1,0.455,212,0.623,0.472,0,True,  OOMKilled pod restart  ,medium
INC-10213,2026-01-02T00:51:00,payments,ap-south-1,P3,0.114,5,0.523,0.857,1,False,  connection timeout to upstream  ,low
INC-10214,2026-01-02T00:58:00,billing,us-west-2,P2,0.34,405,0.253,0.742,3,False,  connection timeout to upstream  ,medium
INC-10215,2026-01-02T01:05:00,billing,us-west-2,P3,0.31,,0.47,0.611,5,False,  5xx spike from dependency  ,low
INC-10216,2026-01-02T01:12:00,gateway,us-west-2,P4,0.378,426,0.605,0.84,4,True,  database connection pool exhausted  ,medium
INC-10217,2026-01-02T01:19:00,notifications,us-east-1,P4,0.088,764,0.107,0.55,6,False,  rate limit exceeded  ,low
INC-10218,2026-01-02T01:26:00,gateway,ap-south-1,P2,0.488,511,0.158,0.869,0,True,  healthcheck failing  ,medium
INC-10219,2026-01-02T01:33:00,auth-api,eu-west-1,P2,0.601,446,0.478,0.716,2,False,  database connection pool exhausted  ,medium
INC-10220,2026-01-02T01:40:00,GATEWAY,ap-south-1,P3,0.449,429,0.717,0.588,0,True,  5xx spike from dependency  ,medium
INC-10221,2026-01-02T01:47:00,billing,us-east-1,P4,0.282,559,0.433,0.59,2,True,  OOMKilled pod restart  ,medium
INC-10222,2026-01-02T01:54:00,gateway,us-east-1,P2,0.593,739,0.396,0.55,6,False,  connection timeout to upstream  ,high
INC-10223,2026-01-02T02:01:00,payments,us-west-2,P3,0.207,689,0.592,0.532,3,False,  latency SLO breach  ,medium
INC-10224,2026-01-02T02:08:00,auth-api,us-west-2,P3,0.451,403,0.523,0.821,1,False,  database connection pool exhausted  ,low
INC-10225,2026-01-02T02:15:00,billing,us-east-1,P4,0.247,23,0.414,0.632,2,False,  connection timeout to upstream  ,low
INC-10226,2026-01-02T02:22:00,gateway,eu-west-1,P3,0.412,237,0.443,0.651,3,False,  database connection pool exhausted  ,medium
INC-10227,2026-01-02T02:29:00,gateway,us-east-1,P4,0.141,792,0.673,0.295,0,False,  healthcheck failing  ,low
INC-10228,2026-01-02T02:36:00,billing,ap-south-1,P4,0.203,315,0.298,0.707,5,True,  TLS handshake failure  ,low
INC-10229,2026-01-02T02:43:00,search,us-west-2,P4,0.136,377,0.56,0.486,2,True,  database connection pool exhausted  ,low
INC-10230,2026-01-02T02:50:00,auth-api,ap-south-1,P3,0.489,181,0.353,0.452,1,True,  database connection pool exhausted  ,low
INC-10231,2026-01-02T02:57:00,AUTH-API,us-west-2,P2,0.199,662,0.637,0.9,1,False,  rate limit exceeded  ,medium
INC-10232,2026-01-02T03:04:00,payments,us-east-1,P3,0.272,475,0.734,0.758,3,False,  connection timeout to upstream  ,medium
INC-10233,2026-01-02T03:11:00,billing,eu-west-1,P3,0.244,264,0.736,0.891,2,False,  rate limit exceeded  ,medium
INC-10234,2026-01-02T03:18:00,gateway,us-east-1,P4,0.205,676,0.789,0.507,2,False,  rate limit exceeded  ,low
INC-10235,2026-01-02T03:25:00,notifications,us-west-2,P3,0.054,265,0.854,0.634,1,False,  latency SLO breach  ,low
INC-10236,2026-01-02T03:32:00,gateway,us-east-1,P3,0.303,357,0.821,0.821,5,True,  database connection pool exhausted  ,high
INC-10237,2026-01-02T03:39:00,notifications,eu-west-1,P2,0.148,477,0.502,0.456,5,True,  latency SLO breach  ,medium
INC-10238,2026-01-02T03:46:00,search,us-west-2,P1,0.26,464,0.62,0.312,2,True,  healthcheck failing  ,high
INC-10239,2026-01-02T03:53:00,auth-api,us-east-1,P3,0.246,385,0.605,0.452,2,False,  OOMKilled pod restart  ,low
INC-10240,2026-01-02T04:00:00,notifications,eu-west-1,P3,0.149,479,0.489,0.645,1,False,  rate limit exceeded  ,low
INC-10241,2026-01-02T04:07:00,billing,us-east-1,P3,0.217,134,0.292,0.625,0,False,  OOMKilled pod restart  ,low
INC-10242,2026-01-02T04:14:00,GATEWAY,us-west-2,P3,0.296,377,0.524,0.749,1,False,  TLS handshake failure  ,low
INC-10243,2026-01-02T04:21:00,auth-api,us-west-2,P3,0.26,354,0.478,0.521,4,False,  healthcheck failing  ,low
INC-10244,2026-01-02T04:28:00,notifications,ap-south-1,P4,0.373,249,0.634,0.287,3,False,  TLS handshake failure  ,medium
INC-10245,2026-01-02T04:35:00,search,eu-west-1,P3,0.198,598,0.425,0.496,1,False,  connection timeout to upstream  ,low
INC-10246,2026-01-02T04:42:00,gateway,eu-west-1,P4,0.369,291,0.577,0.594,2,False,  TLS handshake failure  ,low
INC-10247,2026-01-02T04:49:00,payments,eu-west-1,P2,0.093,326,0.451,0.526,4,False,  5xx spike from dependency  ,medium
INC-10248,2026-01-02T04:56:00,auth-api,us-east-1,P4,0.052,614,0.411,0.419,1,False,  rate limit exceeded  ,low
INC-10249,2026-01-02T05:03:00,gateway,us-west-2,P3,0.476,156,0.216,0.38,1,False,  database connection pool exhausted  ,low
INC-10250,2026-01-02T05:10:00,billing,us-west-2,P3,0.193,5,0.52,0.451,2,False,  latency SLO breach  ,low
INC-10251,2026-01-02T05:17:00,gateway,ap-south-1,P3,0.528,783,0.345,0.385,3,False,  database connection pool exhausted  ,medium
INC-10252,2026-01-02T05:24:00,gateway,eu-west-1,P4,0.404,480,0.572,0.566,6,False,  OOMKilled pod restart  ,medium
INC-10253,2026-01-02T05:31:00,GATEWAY,us-east-1,P2,0.39,75,0.413,0.55,3,True,  rate limit exceeded  ,medium
INC-10254,2026-01-02T05:38:00,billing,us-west-2,P3,0.177,722,0.276,0.839,1,False,  latency SLO breach  ,low
INC-10255,2026-01-02T05:45:00,search,ap-south-1,P3,0.144,550,0.32,0.7,4,True,  OOMKilled pod restart  ,medium
INC-10256,2026-01-02T05:52:00,payments,us-east-1,P1,0.317,478,0.305,0.853,4,False,  OOMKilled pod restart  ,medium
INC-10257,2026-01-02T05:59:00,gateway,us-east-1,P1,0.196,556,0.616,0.895,0,False,  5xx spike from dependency  ,medium
INC-10258,2026-01-02T06:06:00,notifications,eu-west-1,P3,0.232,766,,0.427,7,False,  database connection pool exhausted  ,medium
INC-10259,2026-01-02T06:13:00,billing,us-east-1,P4,0.296,446,0.448,0.471,3,False,  5xx spike from dependency  ,low
INC-10260,2026-01-02T06:20:00,auth-api,us-west-2,P2,0.295,529,0.911,0.814,0,False,  connection timeout to upstream  ,medium
INC-10261,2026-01-02T06:27:00,auth-api,ap-south-1,P1,0.066,456,0.572,0.738,0,False,  5xx spike from dependency  ,medium
INC-10262,2026-01-02T06:34:00,search,us-east-1,P3,0.277,370,0.476,0.677,2,False,  database connection pool exhausted  ,low
INC-10263,2026-01-02T06:41:00,gateway,eu-west-1,P3,0.36,132,0.273,0.804,0,True,  connection timeout to upstream  ,low
INC-10264,2026-01-02T06:48:00,SEARCH,us-west-2,P3,0.726,5,0.438,0.499,6,False,  rate limit exceeded  ,high
INC-10265,2026-01-02T06:55:00,billing,ap-south-1,P2,0.195,127,0.427,0.395,6,False,  5xx spike from dependency  ,medium
INC-10266,2026-01-02T07:02:00,payments,eu-west-1,P2,0.06,336,0.642,0.554,2,False,  healthcheck failing  ,low
INC-10267,2026-01-02T07:09:00,notifications,eu-west-1,P3,0.369,505,0.532,0.608,3,False,  TLS handshake failure  ,medium
INC-10268,2026-01-02T07:16:00,payments,us-west-2,P2,0.43,291,0.788,0.711,5,False,  database connection pool exhausted  ,medium
INC-10269,2026-01-02T07:23:00,billing,ap-south-1,P4,0.531,50,0.249,0.453,3,True,  OOMKilled pod restart  ,medium
INC-10270,2026-01-02T07:30:00,billing,us-west-2,P3,0.122,108,0.603,0.431,4,False,  OOMKilled pod restart  ,low
INC-10271,2026-01-02T07:37:00,auth-api,us-west-2,P4,0.294,452,0.461,0.698,2,False,  TLS handshake failure  ,low
INC-10272,2026-01-02T07:44:00,billing,us-west-2,P3,0.823,923,0.868,0.504,1,False,  rate limit exceeded  ,medium
INC-10273,2026-01-02T07:51:00,billing,us-east-1,P3,0.547,203,0.364,0.583,4,False,  OOMKilled pod restart  ,medium
INC-10274,2026-01-02T07:58:00,search,us-east-1,P3,0.214,586,0.777,0.708,0,False,  healthcheck failing  ,low
INC-10275,2026-01-02T08:05:00,PAYMENTS,eu-west-1,P3,0.453,145,0.46,0.547,0,True,  OOMKilled pod restart  ,medium
INC-10276,2026-01-02T08:12:00,notifications,ap-south-1,P3,0.21,335,0.182,0.719,2,False,  OOMKilled pod restart  ,low
INC-10277,2026-01-02T08:19:00,notifications,ap-south-1,P2,0.291,652,0.7,0.838,5,True,  OOMKilled pod restart  ,high
INC-10278,2026-01-02T08:26:00,billing,us-east-1,P2,0.153,466,0.623,0.354,3,True,  5xx spike from dependency  ,medium
INC-10279,2026-01-02T08:33:00,notifications,ap-south-1,P3,0.396,414,0.359,0.576,5,True,  TLS handshake failure  ,medium
INC-10280,2026-01-02T08:40:00,billing,ap-south-1,P3,0.358,589,,0.639,6,True,  database connection pool exhausted  ,high
INC-10281,2026-01-02T08:47:00,search,eu-west-1,P4,0.713,764,0.484,0.455,2,False,  rate limit exceeded  ,medium
INC-10282,2026-01-02T08:54:00,search,eu-west-1,P3,0.374,,0.468,0.7,5,False,  rate limit exceeded  ,medium
INC-10283,2026-01-02T09:01:00,gateway,us-east-1,P3,0.361,5,0.595,0.778,1,False,  OOMKilled pod restart  ,medium
INC-10284,2026-01-02T09:08:00,gateway,ap-south-1,P3,0.248,313,0.499,0.586,4,False,  rate limit exceeded  ,low
INC-10285,2026-01-02T09:15:00,auth-api,us-west-2,P4,0.233,200,0.426,0.645,1,True,  OOMKilled pod restart  ,low
INC-10286,2026-01-02T09:22:00,AUTH-API,eu-west-1,P3,0.283,276,0.371,0.61,3,False,  TLS handshake failure  ,low
INC-10287,2026-01-02T09:29:00,billing,eu-west-1,P2,0.131,776,0.497,0.676,1,False,  healthcheck failing  ,medium
INC-10288,2026-01-02T09:36:00,auth-api,ap-south-1,P4,0.241,131,0.607,0.564,2,True,  latency SLO breach  ,medium
INC-10289,2026-01-02T09:43:00,search,us-west-2,P3,0.039,238,0.379,0.304,7,False,  database connection pool exhausted  ,medium
INC-10290,2026-01-02T09:50:00,billing,eu-west-1,P2,0.547,417,0.698,0.587,4,False,  OOMKilled pod restart  ,medium
INC-10291,2026-01-02T09:57:00,billing,eu-west-1,P1,0.026,275,0.881,0.378,1,True,  rate limit exceeded  ,medium
INC-10292,2026-01-02T10:04:00,auth-api,ap-south-1,P2,0.232,114,0.49,0.385,4,True,  TLS handshake failure  ,medium
INC-10293,2026-01-02T10:11:00,notifications,ap-south-1,P2,0.293,364,0.41,0.56,0,False,  latency SLO breach  ,medium
INC-10294,2026-01-02T10:18:00,payments,ap-south-1,P3,0.465,5,0.308,0.471,0,False,  rate limit exceeded  ,low
INC-10295,2026-01-02T10:25:00,search,us-east-1,P4,0.295,823,0.771,0.442,1,False,  rate limit exceeded  ,low
INC-10296,2026-01-02T10:32:00,search,eu-west-1,P1,0.182,739,0.738,0.59,4,False,  connection timeout to upstream  ,medium
INC-10297,2026-01-02T10:39:00,NOTIFICATIONS,us-east-1,P3,0.294,522,0.712,0.581,1,False,  rate limit exceeded  ,medium
INC-10298,2026-01-02T10:46:00,auth-api,us-west-2,P3,0.164,635,0.459,0.46,1,False,  TLS handshake failure  ,low
INC-10299,2026-01-02T10:53:00,payments,us-east-1,P2,0.237,616,0.674,0.47,0,False,  OOMKilled pod restart  ,low
INC-10300,2026-01-02T11:00:00,auth-api,ap-south-1,P4,0.308,458,0.631,0.94,4,False,  5xx spike from dependency  ,medium
INC-10301,2026-01-02T11:07:00,notifications,ap-south-1,P1,0.177,610,0.429,0.582,4,False,  database connection pool exhausted  ,medium
INC-10302,2026-01-02T11:14:00,billing,eu-west-1,P3,0.115,5,0.64,0.738,1,False,  TLS handshake failure  ,low
INC-10303,2026-01-02T11:21:00,notifications,eu-west-1,P1,0.195,420,0.658,0.712,0,False,  connection timeout to upstream  ,medium
INC-10304,2026-01-02T11:28:00,gateway,ap-south-1,P4,0.359,594,0.933,0.474,3,False,  rate limit exceeded  ,medium
INC-10305,2026-01-02T11:35:00,auth-api,us-west-2,P3,0.263,499,0.51,0.858,1,True,  OOMKilled pod restart  ,medium
INC-10306,2026-01-02T11:42:00,auth-api,eu-west-1,P2,0.434,418,0.587,0.812,3,True,  database connection pool exhausted  ,high
INC-10307,2026-01-02T11:49:00,payments,us-east-1,P1,0.11,589,0.336,0.801,3,False,  database connection pool exhausted  ,medium
INC-10308,2026-01-02T11:56:00,NOTIFICATIONS,us-west-2,P4,0.128,,0.208,0.822,5,True,  connection timeout to upstream  ,medium
INC-10309,2026-01-02T12:03:00,auth-api,eu-west-1,P1,0.409,787,0.658,0.559,2,False,  healthcheck failing  ,medium
INC-10310,2026-01-02T12:10:00,auth-api,us-east-1,P3,0.262,331,0.658,0.585,3,False,  healthcheck failing  ,medium
INC-10311,2026-01-02T12:17:00,billing,us-east-1,P4,0.14,265,0.882,0.542,4,True,  OOMKilled pod restart  ,medium
INC-10312,2026-01-02T12:24:00,search,us-east-1,P3,0.174,716,0.346,0.774,3,False,  healthcheck failing  ,low
INC-10313,2026-01-02T12:31:00,billing,us-west-2,P3,0.269,91,0.156,0.671,0,True,  healthcheck failing  ,low
INC-10314,2026-01-02T12:38:00,gateway,ap-south-1,P2,0.207,889,0.596,0.622,1,False,  latency SLO breach  ,low
INC-10315,2026-01-02T12:45:00,payments,us-east-1,P3,0.301,355,0.476,0.59,3,False,  healthcheck failing  ,low
INC-10316,2026-01-02T12:52:00,auth-api,us-west-2,P2,0.061,162,0.362,0.721,3,False,  healthcheck failing  ,medium
INC-10317,2026-01-02T12:59:00,gateway,us-east-1,P3,0.281,194,0.706,0.312,5,False,  database connection pool exhausted  ,medium
INC-10318,2026-01-02T13:06:00,billing,ap-south-1,P1,0.282,276,0.636,0.471,0,False,  5xx spike from dependency  ,medium
INC-10319,2026-01-02T13:13:00,SEARCH,eu-west-1,P3,0.574,73,0.325,0.534,1,False,  TLS handshake failure  ,low
INC-10320,2026-01-02T13:20:00,search,ap-south-1,P4,0.162,418,0.801,0.439,4,False,  healthcheck failing  ,low
INC-10321,2026-01-02T13:27:00,billing,us-west-2,P1,0.422,398,0.588,0.753,3,False,  5xx spike from dependency  ,medium
INC-10322,2026-01-02T13:34:00,gateway,us-east-1,P1,0.254,448,0.913,0.752,4,False,  TLS handshake failure  ,medium
INC-10323,2026-01-02T13:41:00,search,eu-west-1,P4,0.228,251,0.449,0.877,2,True,  rate limit exceeded  ,medium
INC-10324,2026-01-02T13:48:00,auth-api,eu-west-1,P3,0.641,369,0.532,0.63,1,True,  OOMKilled pod restart  ,medium
INC-10325,2026-01-02T13:55:00,gateway,us-east-1,P2,0.355,742,0.23,0.731,4,False,  rate limit exceeded  ,medium
INC-10326,2026-01-02T14:02:00,gateway,us-west-2,P2,0.193,235,0.566,0.415,4,False,  latency SLO breach  ,medium
INC-10327,2026-01-02T14:09:00,notifications,us-west-2,P3,0.427,588,0.513,0.578,0,False,  healthcheck failing  ,medium
INC-10328,2026-01-02T14:16:00,auth-api,eu-west-1,P1,0.435,851,0.371,0.613,2,False,  healthcheck failing  ,medium
INC-10329,2026-01-02T14:23:00,gateway,us-east-1,P4,0.115,440,0.103,0.208,1,False,  database connection pool exhausted  ,low
INC-10330,2026-01-02T14:30:00,GATEWAY,eu-west-1,P2,0.167,381,0.529,0.49,4,False,  5xx spike from dependency  ,medium
INC-10331,2026-01-02T14:37:00,auth-api,us-east-1,P3,0.206,460,0.424,0.577,0,False,  latency SLO breach  ,low
INC-10332,2026-01-02T14:44:00,search,ap-south-1,P4,0.161,131,1.0,0.743,2,True,  connection timeout to upstream  ,medium
INC-10333,2026-01-02T14:51:00,billing,us-west-2,P2,0.336,190,0.251,0.565,5,False,  rate limit exceeded  ,medium
INC-10334,2026-01-02T14:58:00,payments,ap-south-1,P4,0.448,554,0.171,0.498,5,False,  OOMKilled pod restart  ,low
INC-10335,2026-01-02T15:05:00,notifications,eu-west-1,P2,0.06,131,0.61,0.515,4,False,  healthcheck failing  ,medium
INC-10336,2026-01-02T15:12:00,billing,us-west-2,P4,0.406,450,0.648,1.0,3,False,  latency SLO breach  ,medium
INC-10337,2026-01-02T15:19:00,notifications,us-west-2,P1,0.4,457,0.624,0.71,0,False,  latency SLO breach  ,medium
INC-10338,2026-01-02T15:26:00,notifications,eu-west-1,P4,0.081,218,0.59,0.557,3,False,  rate limit exceeded  ,low
INC-10339,2026-01-02T15:33:00,notifications,us-east-1,P3,0.215,134,0.193,0.701,9,False,  rate limit exceeded  ,medium
INC-10340,2026-01-02T15:40:00,auth-api,us-west-2,P3,0.423,242,0.903,0.417,3,False,  healthcheck failing  ,medium
INC-10341,2026-01-02T15:47:00,NOTIFICATIONS,us-east-1,P4,0.184,159,0.43,0.634,0,True,  database connection pool exhausted  ,low
INC-10342,2026-01-02T15:54:00,gateway,us-west-2,P3,0.495,728,0.72,0.549,2,False,  rate limit exceeded  ,medium
INC-10343,2026-01-02T16:01:00,payments,us-east-1,P2,0.328,376,0.713,0.649,2,True,  OOMKilled pod restart  ,medium
INC-10344,2026-01-02T16:08:00,gateway,ap-south-1,P4,0.062,5,0.553,0.437,1,True,  healthcheck failing  ,low
INC-10345,2026-01-02T16:15:00,auth-api,eu-west-1,P3,0.151,454,0.579,0.549,4,True,  TLS handshake failure  ,medium
INC-10346,2026-01-02T16:22:00,notifications,eu-west-1,P4,0.107,106,0.353,0.338,1,True,  connection timeout to upstream  ,low
INC-10347,2026-01-02T16:29:00,billing,us-west-2,P3,0.249,516,0.521,0.693,2,False,  latency SLO breach  ,low
INC-10348,2026-01-02T16:36:00,billing,eu-west-1,P3,0.091,20,0.581,1.0,0,True,  database connection pool exhausted  ,low
INC-10349,2026-01-02T16:43:00,auth-api,us-east-1,P3,0.115,270,0.424,0.605,0,False,  connection timeout to upstream  ,low
INC-10350,2026-01-02T16:50:00,gateway,us-west-2,P3,0.579,334,0.581,0.409,5,True,  database connection pool exhausted  ,high
INC-10351,2026-01-02T16:57:00,search,ap-south-1,P3,0.471,,0.344,0.742,6,True,  healthcheck failing  ,medium
INC-10352,2026-01-02T17:04:00,BILLING,eu-west-1,P4,0.322,180,0.508,0.639,0,False,  TLS handshake failure  ,low
INC-10353,2026-01-02T17:11:00,payments,us-east-1,P3,0.323,383,0.447,0.748,1,False,  database connection pool exhausted  ,low
INC-10354,2026-01-02T17:18:00,auth-api,eu-west-1,P4,0.223,421,0.769,0.72,2,True,  connection timeout to upstream  ,medium
INC-10355,2026-01-02T17:25:00,auth-api,us-west-2,P3,0.046,5,,0.465,0,True,  latency SLO breach  ,low
INC-10356,2026-01-02T17:32:00,auth-api,us-east-1,P4,0.261,747,0.424,0.536,2,False,  database connection pool exhausted  ,medium
INC-10357,2026-01-02T17:39:00,billing,us-east-1,P3,0.201,459,0.593,0.334,2,True,  latency SLO breach  ,medium
INC-10358,2026-01-02T17:46:00,auth-api,us-west-2,P3,0.149,263,0.495,0.457,6,False,  connection timeout to upstream  ,low
INC-10359,2026-01-02T17:53:00,payments,us-east-1,P2,0.113,468,0.232,0.412,2,True,  healthcheck failing  ,medium
INC-10360,2026-01-02T18:00:00,payments,eu-west-1,P3,0.075,266,0.817,0.621,0,False,  TLS handshake failure  ,low
INC-10361,2026-01-02T18:07:00,billing,us-west-2,P3,0.477,643,0.366,0.626,1,False,  5xx spike from dependency  ,medium
INC-10362,2026-01-02T18:14:00,auth-api,eu-west-1,P3,0.376,244,0.47,0.604,4,False,  latency SLO breach  ,medium
INC-10363,2026-01-02T18:21:00,BILLING,ap-south-1,P4,0.245,92,0.508,0.538,5,False,  TLS handshake failure  ,low
INC-10364,2026-01-02T18:28:00,gateway,us-east-1,P3,0.073,32,0.561,0.88,4,False,  OOMKilled pod restart  ,low
INC-10365,2026-01-02T18:35:00,gateway,eu-west-1,P2,0.452,167,0.441,0.905,1,False,  5xx spike from dependency  ,low
INC-10366,2026-01-02T18:42:00,search,us-east-1,P3,0.227,896,0.714,0.607,2,False,  database connection pool exhausted  ,medium
INC-10367,2026-01-02T18:49:00,search,ap-south-1,P4,0.268,263,0.267,0.526,1,False,  OOMKilled pod restart  ,low
INC-10368,2026-01-02T18:56:00,notifications,ap-south-1,P2,0.053,28,0.095,0.664,3,False,  OOMKilled pod restart  ,low
INC-10369,2026-01-02T19:03:00,billing,eu-west-1,P4,0.252,474,0.226,0.603,2,False,  connection timeout to upstream  ,low
INC-10370,2026-01-02T19:10:00,search,ap-south-1,P4,0.482,349,0.447,0.539,0,False,  5xx spike from dependency  ,low
INC-10371,2026-01-02T19:17:00,auth-api,ap-south-1,P2,0.301,349,0.295,0.542,0,False,  healthcheck failing  ,low
INC-10372,2026-01-02T19:24:00,gateway,eu-west-1,P3,0.293,461,0.392,0.997,3,False,  connection timeout to upstream  ,low
INC-10373,2026-01-02T19:31:00,search,us-east-1,P3,0.372,161,0.86,0.746,2,True,  5xx spike from dependency  ,medium
INC-10374,2026-01-02T19:38:00,PAYMENTS,us-west-2,P3,0.495,413,,0.554,2,False,  healthcheck failing  ,medium
INC-10375,2026-01-02T19:45:00,notifications,ap-south-1,P3,0.501,142,0.586,0.55,2,True,  healthcheck failing  ,medium
INC-10376,2026-01-02T19:52:00,notifications,ap-south-1,P3,0.416,321,0.332,0.823,6,True,  TLS handshake failure  ,high
INC-10377,2026-01-02T19:59:00,payments,eu-west-1,P1,0.36,309,0.283,0.796,2,False,  OOMKilled pod restart  ,medium
INC-10378,2026-01-02T20:06:00,auth-api,us-west-2,P3,0.079,160,0.808,0.599,3,False,  5xx spike from dependency  ,low
INC-10379,2026-01-02T20:13:00,auth-api,ap-south-1,P4,0.06,277,0.967,0.522,2,False,  database connection pool exhausted  ,low
INC-10380,2026-01-02T20:20:00,search,eu-west-1,P4,0.299,438,0.392,0.765,3,False,  OOMKilled pod restart  ,low
INC-10381,2026-01-02T20:27:00,auth-api,us-east-1,P4,0.344,506,0.566,0.475,0,False,  5xx spike from dependency  ,low
INC-10382,2026-01-02T20:34:00,search,ap-south-1,P1,0.725,394,0.543,0.774,3,True,  connection timeout to upstream  ,high
INC-10383,2026-01-02T20:41:00,billing,eu-west-1,P3,0.184,342,0.534,0.596,6,False,  TLS handshake failure  ,medium
INC-10384,2026-01-02T20:48:00,auth-api,ap-south-1,P3,0.232,642,0.657,0.627,0,True,  latency SLO breach  ,medium
INC-10385,2026-01-02T20:55:00,NOTIFICATIONS,us-east-1,P2,0.243,636,0.57,0.645,9,True,  database connection pool exhausted  ,high
INC-10386,2026-01-02T21:02:00,billing,us-west-2,P3,0.166,486,0.833,0.177,2,False,  latency SLO breach  ,low
INC-10387,2026-01-02T21:09:00,payments,us-east-1,P2,0.303,368,0.58,0.651,1,False,  5xx spike from dependency  ,medium
INC-10388,2026-01-02T21:16:00,gateway,us-west-2,P2,0.551,152,0.874,0.586,0,True,  TLS handshake failure  ,high
INC-10389,2026-01-02T21:23:00,auth-api,us-west-2,P4,0.491,20,0.284,0.741,0,False,  5xx spike from dependency  ,low
INC-10390,2026-01-02T21:30:00,search,ap-south-1,P4,0.489,426,0.562,0.852,1,False,  healthcheck failing  ,low
INC-10391,2026-01-02T21:37:00,auth-api,us-west-2,P3,0.554,241,0.06,0.6,0,True,  latency SLO breach  ,low
INC-10392,2026-01-02T21:44:00,payments,us-east-1,P2,0.341,229,0.515,0.634,0,True,  OOMKilled pod restart  ,medium
INC-10393,2026-01-02T21:51:00,auth-api,us-east-1,P3,0.316,,0.503,0.788,1,False,  connection timeout to upstream  ,medium
INC-10394,2026-01-02T21:58:00,gateway,eu-west-1,P4,0.143,715,0.354,0.466,2,True,  latency SLO breach  ,medium
INC-10395,2026-01-02T22:05:00,notifications,us-west-2,P1,0.463,181,0.324,0.638,3,False,  rate limit exceeded  ,medium
INC-10396,2026-01-02T22:12:00,NOTIFICATIONS,ap-south-1,P3,0.306,367,0.594,0.467,2,True,  rate limit exceeded  ,medium
INC-10397,2026-01-02T22:19:00,notifications,us-west-2,P4,0.297,601,0.806,1.0,3,False,  healthcheck failing  ,medium
INC-10398,2026-01-02T22:26:00,billing,us-east-1,P4,0.141,246,0.783,0.787,1,True,  rate limit exceeded  ,medium
INC-10399,2026-01-02T22:33:00,payments,us-west-2,P3,0.214,391,0.408,0.639,2,False,  TLS handshake failure  ,low
INC-10400,2026-01-02T22:40:00,payments,ap-south-1,P2,0.369,257,0.172,0.599,2,False,  OOMKilled pod restart  ,medium
INC-10401,2026-01-02T22:47:00,billing,us-west-2,P3,0.564,167,0.524,0.64,1,False,  5xx spike from dependency  ,medium
INC-10402,2026-01-02T22:54:00,search,us-west-2,P3,0.209,346,0.599,0.451,4,True,  5xx spike from dependency  ,medium
INC-10403,2026-01-02T23:01:00,search,eu-west-1,P2,0.18,239,0.556,0.236,2,False,  database connection pool exhausted  ,low
INC-10404,2026-01-02T23:08:00,search,ap-south-1,P3,0.284,5,0.547,0.382,3,False,  TLS handshake failure  ,medium
INC-10405,2026-01-02T23:15:00,billing,us-east-1,P4,0.117,5,0.674,0.692,2,False,  database connection pool exhausted  ,low
INC-10406,2026-01-02T23:22:00,billing,eu-west-1,P3,0.392,395,0.508,0.614,3,False,  rate limit exceeded  ,low
INC-10407,2026-01-02T23:29:00,PAYMENTS,ap-south-1,P4,0.271,226,0.3,0.661,4,False,  TLS handshake failure  ,low
INC-10408,2026-01-02T23:36:00,gateway,us-west-2,P4,0.326,351,0.391,0.939,2,False,  OOMKilled pod restart  ,low
INC-10409,2026-01-02T23:43:00,payments,eu-west-1,P3,0.177,472,0.72,0.634,1,False,  5xx spike from dependency  ,medium
INC-10410,2026-01-02T23:50:00,gateway,eu-west-1,P4,0.366,390,0.567,0.565,0,True,  healthcheck failing  ,medium
INC-10411,2026-01-02T23:57:00,payments,ap-south-1,P4,0.639,5,0.842,0.668,3,False,  TLS handshake failure  ,medium
INC-10412,2026-01-03T00:04:00,gateway,us-east-1,P1,0.065,585,0.487,0.822,3,False,  rate limit exceeded  ,medium
INC-10413,2026-01-03T00:11:00,auth-api,us-west-2,P3,0.138,605,0.436,0.706,0,False,  healthcheck failing  ,medium
INC-10414,2026-01-03T00:18:00,payments,us-west-2,P4,0.361,723,0.356,0.307,4,False,  database connection pool exhausted  ,low
INC-10415,2026-01-03T00:25:00,payments,ap-south-1,P4,0.089,479,0.331,0.717,2,True,  database connection pool exhausted  ,low
INC-10416,2026-01-03T00:32:00,gateway,ap-south-1,P3,0.037,140,0.469,0.612,3,True,  5xx spike from dependency  ,low
INC-10417,2026-01-03T00:39:00,billing,ap-south-1,P3,0.364,5,0.441,1.0,6,False,  database connection pool exhausted  ,medium
INC-10418,2026-01-03T00:46:00,GATEWAY,us-west-2,P3,0.424,5,0.374,0.633,3,True,  TLS handshake failure  ,medium
INC-10419,2026-01-03T00:53:00,gateway,eu-west-1,P3,0.138,570,0.827,0.768,0,False,  database connection pool exhausted  ,low
INC-10420,2026-01-03T01:00:00,payments,us-east-1,P3,0.362,701,0.57,0.455,4,True,  latency SLO breach  ,medium
INC-10421,2026-01-03T01:07:00,auth-api,ap-south-1,P2,0.491,545,0.554,0.512,2,False,  TLS handshake failure  ,medium
INC-10422,2026-01-03T01:14:00,payments,us-west-2,P3,0.126,419,0.368,0.589,2,False,  OOMKilled pod restart  ,low
INC-10423,2026-01-03T01:21:00,auth-api,us-east-1,P2,0.043,201,0.837,0.654,1,False,  database connection pool exhausted  ,low
INC-10424,2026-01-03T01:28:00,billing,us-west-2,P3,0.484,737,0.157,0.758,2,True,  5xx spike from dependency  ,medium
